tourney_id,tourney_name,surface,tourney_date,round,best_of,score,tour,retired,total_games,total_sets,total_tiebreaks,player_id,player_name,player_rank,opp_id,opp_name,opp_rank,won_match,games_won,games_lost,sets_won,aces,double_faults,bp_won,bp_faced,bp_saved,bp_faced_opp,svpt,first_in,first_won,second_won,svc_games
2019-580,Australian Open,Hard,2019-01-14,R128,3,6-0 6-2,wta,0,14,2,0,200033,Serena Williams,16.0,213583,Tatjana Maria,73.0,1,12,2,2,2,0,5,0,0,8,33,17,14,14,7
2019-580,Australian Open,Hard,2019-01-14,R64,3,6-2 6-2,wta,0,16,2,0,200033,Serena Williams,16.0,202446,Eugenie Bouchard,79.0,1,12,4,2,2,1,6,3,1,13,45,26,21,8,8
2019-580,Australian Open,Hard,2019-01-14,R32,3,6-2 6-1,wta,0,15,2,0,200033,Serena Williams,16.0,215035,Dayana Yastremska,57.0,1,12,3,2,8,1,5,0,0,12,38,26,22,6,8
2019-580,Australian Open,Hard,2019-01-14,R16,3,6-1 4-6 6-4,wta,0,27,3,0,200033,Serena Williams,16.0,201594,Simona Halep,1.0,1,16,11,2,9,2,5,7,4,10,89,53,41,15,14
2019-580,Australian Open,Hard,2019-01-14,QF,3,6-4 4-6 7-5,wta,0,32,3,0,200033,Serena Williams,16.0,201662,Karolina Pliskova,8.0,0,15,17,1,12,4,4,11,6,8,99,64,41,16,16
2019-M006,Indian Wells,Hard,2019-03-04,R64,3,7-5 6-3,wta,0,21,2,0,200033,Serena Williams,10.0,201458,Victoria Azarenka,48.0,1,13,8,2,4,9,6,15,11,12,107,59,39,18,11
2019-M006,Indian Wells,Hard,2019-03-04,R32,3,6-3 1-0 RET,wta,1,10,2,0,200033,Serena Williams,10.0,202469,Garbine Muguruza,20.0,0,3,7,0,1,3,1,3,0,2,27,15,10,2,5
2019-M007,Miami,Hard,2019-03-18,R64,3,6-3 1-6 6-1,wta,0,23,3,0,200033,Serena Williams,10.0,202490,Rebecca Peterson,63.0,1,13,10,2,9,2,4,7,4,10,67,36,27,17,12
2019-M009,Rome,Clay,2019-05-13,R64,3,6-4 6-2,wta,0,18,2,0,200033,Serena Williams,11.0,202490,Rebecca Peterson,64.0,1,12,6,2,10,5,4,3,2,10,48,28,23,12,9
2019-520,Roland Garros,Clay,2019-05-27,R128,3,2-6 6-1 6-0,wta,0,21,3,0,200033,Serena Williams,10.0,201554,Vitalia Diatchenko,83.0,1,14,7,2,9,3,5,5,3,11,61,37,28,11,11
2019-520,Roland Garros,Clay,2019-05-27,R64,3,6-3 6-2,wta,0,17,2,0,200033,Serena Williams,10.0,201597,Kurumi Nara,238.0,1,12,5,2,10,0,3,0,0,12,45,33,28,8,9
2019-520,Roland Garros,Clay,2019-05-27,R32,3,6-2 7-5,wta,0,20,2,0,200033,Serena Williams,10.0,213550,Sofia Kenin,35.0,0,7,13,0,10,1,1,11,7,7,64,41,26,9,10
2019-540,Wimbledon,Grass,2019-07-01,R128,3,6-2 7-5,wta,0,20,2,0,200033,Serena Williams,10.0,202579,Giulia Gatto Monticone,161.0,1,13,7,2,7,2,5,4,2,10,55,36,25,11,10
2019-540,Wimbledon,Grass,2019-07-01,R64,3,2-6 6-2 6-4,wta,0,26,3,0,200033,Serena Williams,10.0,215219,Kaja Juvan,133.0,1,14,12,2,6,5,4,3,0,10,72,39,30,17,13
2019-540,Wimbledon,Grass,2019-07-01,R32,3,6-3 6-4,wta,0,19,2,0,200033,Serena Williams,10.0,201504,Julia Goerges,17.0,1,12,7,2,7,0,2,0,0,8,58,41,31,12,10
2019-540,Wimbledon,Grass,2019-07-01,R16,3,6-2 6-2,wta,0,16,2,0,200033,Serena Williams,10.0,201521,Carla Suarez Navarro,31.0,1,12,4,2,2,1,5,3,2,11,44,27,21,8,8
2019-540,Wimbledon,Grass,2019-07-01,QF,3,6-4 4-6 6-3,wta,0,29,3,0,200033,Serena Williams,10.0,201590,Alison Riske Amritraj,55.0,1,16,13,2,19,2,6,5,0,16,92,53,34,20,15
2019-540,Wimbledon,Grass,2019-07-01,SF,3,6-1 6-2,wta,0,15,2,0,200033,Serena Williams,10.0,201366,Barbora Strycova,54.0,1,12,3,2,4,1,4,3,3,5,44,27,24,9,8
2019-540,Wimbledon,Grass,2019-07-01,F,3,6-2 6-2,wta,0,16,2,0,200033,Serena Williams,10.0,201594,Simona Halep,7.0,0,4,12,0,2,1,0,5,1,1,47,32,19,7,8
2019-0806,Toronto ,Hard,2019-08-05,R32,3,6-3 6-3,wta,0,18,2,0,200033,Serena Williams,10.0,210722,Elise Mertens,20.0,1,12,6,2,2,5,5,2,0,10,56,33,25,10,9
2019-0806,Toronto ,Hard,2019-08-05,R16,3,7-5 6-4,wta,0,22,2,0,200033,Serena Williams,10.0,206420,Ekaterina Alexandrova,48.0,1,13,9,2,6,2,5,5,2,17,56,32,25,11,11
2019-0806,Toronto ,Hard,2019-08-05,QF,3,6-3 6-4,wta,0,19,2,0,200033,Serena Williams,10.0,211768,Naomi Osaka,2.0,1,12,7,2,12,3,2,0,0,5,63,39,32,11,10
2019-0806,Toronto ,Hard,2019-08-05,SF,3,1-6 6-3 6-3,wta,0,25,3,0,200033,Serena Williams,10.0,213631,Marie Bouzkova,91.0,1,13,12,2,11,7,3,8,5,6,76,42,34,15,13
2019-0806,Toronto ,Hard,2019-08-05,F,3,3-1 RET,wta,1,4,1,0,200033,Serena Williams,10.0,215370,Bianca Andreescu,27.0,0,1,3,0,2,2,0,3,2,0,18,7,6,3,2
2019-560,Us Open,Hard,2019-08-26,R128,3,6-1 6-1,wta,0,14,2,0,200033,Serena Williams,8.0,201345,Maria Sharapova,87.0,1,12,2,2,5,2,5,5,5,6,47,27,21,12,7
2019-560,Us Open,Hard,2019-08-26,R64,3,5-7 6-3 6-1,wta,0,28,3,0,200033,Serena Williams,8.0,216083,Caty Mcnally,121.0,1,17,11,2,10,4,4,1,0,12,76,48,39,17,14
2019-560,Us Open,Hard,2019-08-26,R32,3,6-3 6-2,wta,0,17,2,0,200033,Serena Williams,8.0,214096,Karolina Muchova,44.0,1,12,5,2,5,7,5,3,2,8,53,30,20,14,8
2019-560,Us Open,Hard,2019-08-26,R16,3,6-3 6-4,wta,0,19,2,0,200033,Serena Williams,8.0,201549,Petra Martic,22.0,1,12,7,2,4,3,3,3,2,8,60,38,30,12,10
2019-560,Us Open,Hard,2019-08-26,QF,3,6-1 6-0,wta,0,13,2,0,200033,Serena Williams,8.0,202492,Qiang Wang,18.0,1,12,1,2,1,1,5,0,0,5,35,21,19,9,7
2019-560,Us Open,Hard,2019-08-26,SF,3,6-3 6-1,wta,0,16,2,0,200033,Serena Williams,8.0,202494,Elina Svitolina,5.0,1,12,4,2,6,1,4,6,6,8,48,28,24,12,8
2019-560,Us Open,Hard,2019-08-26,F,3,6-3 7-5,wta,0,21,2,0,200033,Serena Williams,8.0,215370,Bianca Andreescu,15.0,0,8,13,0,9,8,3,13,7,8,77,34,25,13,11
2020-1049,Auckland,Hard,2020-01-06,F,3,6-3 6-4,wta,0,19,2,0,200033,Serena Williams,10.0,202468,Jessica Pegula,82.0,1,12,7,2,2,0,3,5,4,15,66,43,31,14,10
2020-1049,Auckland,Hard,2020-01-06,SF,3,6-1 6-1,wta,0,14,2,0,200033,Serena Williams,10.0,216153,Amanda Anisimova,25.0,1,12,2,2,5,0,5,1,1,5,38,26,20,9,7
2020-1049,Auckland,Hard,2020-01-06,QF,3,6-4 6-3,wta,0,19,2,0,200033,Serena Williams,10.0,201696,Laura Siegemund,73.0,1,12,7,2,6,3,3,6,5,4,60,34,25,15,10
2020-1049,Auckland,Hard,2020-01-06,R16,3,3-6 6-2 6-3,wta,0,26,3,0,200033,Serena Williams,10.0,201539,Christina Mchale,86.0,1,15,11,2,5,1,6,9,5,12,84,56,32,17,13
2020-1049,Auckland,Hard,2020-01-06,R32,3,6-3 6-2,wta,0,17,2,0,200033,Serena Williams,10.0,202429,Camila Giorgi,99.0,1,12,5,2,8,0,3,3,3,5,54,40,31,9,9
2020-580,Australian Open,Hard,2020-01-20,R128,3,6-0 6-3,wta,0,15,2,0,200033,Serena Williams,9.0,215713,Anastasia Potapova,90.0,1,12,3,2,9,2,5,3,2,6,51,31,25,9,8
2020-580,Australian Open,Hard,2020-01-20,R64,3,6-2 6-3,wta,0,17,2,0,200033,Serena Williams,9.0,214461,Tamara Zidansek,70.0,1,12,5,2,7,0,4,4,4,14,61,37,29,11,9
2020-580,Australian Open,Hard,2020-01-20,R32,3,6-4 6-7(2) 7-5,wta,0,35,3,1,200033,Serena Williams,9.0,202492,Qiang Wang,29.0,0,16,19,1,8,4,1,12,9,6,118,66,46,26,17
2020-W-FC-2020-QLS-M-USA-LAT-01,Fed Cup QLS R1: USA vs LAT,Hard,2020-02-07,RR,3,7-6(4) 7-6(3),wta,0,26,2,2,200033,Serena Williams,9.0,211533,Jelena Ostapenko,40.0,1,14,12,2,5,5,2,3,1,4,81,39,30,23,12
2020-W-FC-2020-QLS-M-USA-LAT-01,Fed Cup QLS R1: USA vs LAT,Hard,2020-02-07,RR,3,7-6(5) 3-6 7-6(4),wta,0,35,3,2,200033,Serena Williams,9.0,201545,Anastasija Sevastova,41.0,0,18,17,1,6,3,8,8,2,18,99,60,41,14,16
2020-2022,Lexington,Hard,2020-08-10,QF,3,1-6 6-4 7-6(5),wta,0,30,3,1,200033,Serena Williams,9.0,201603,Shelby Rogers,116.0,0,16,14,1,3,2,2,4,3,4,92,47,37,26,15
2020-2022,Lexington,Hard,2020-08-10,R16,3,3-6 6-3 6-4,wta,0,28,3,0,200033,Serena Williams,9.0,200748,Venus Williams,67.0,1,15,13,2,14,6,5,7,3,15,85,57,36,13,14
2020-2022,Lexington,Hard,2020-08-10,R32,3,4-6 6-4 6-1,wta,0,27,3,0,200033,Serena Williams,9.0,211095,Bernarda Pera,60.0,1,16,11,2,7,6,4,13,11,12,95,55,43,16,14
2020-M024,Cincinnati,Hard,2020-08-24,R16,3,5-7 7-6(5) 6-1,wta,0,32,3,1,200033,Serena Williams,9.0,206289,Maria Sakkari,21.0,0,14,18,1,9,7,4,19,14,6,121,68,45,26,15
2020-M024,Cincinnati,Hard,2020-08-24,R32,3,7-6(6) 3-6 7-6(0),wta,0,35,3,2,200033,Serena Williams,9.0,201551,Arantxa Rus,72.0,1,17,18,2,14,1,3,11,7,7,100,57,47,17,16
2020-560,Us Open,Hard,2020-08-31,R128,3,7-5 6-3,wta,0,21,2,0,200033,Serena Williams,8.0,201529,Kristie Ahn,96.0,1,13,8,2,13,3,4,3,1,6,63,39,33,9,11
2020-560,Us Open,Hard,2020-08-31,R64,3,6-2 6-4,wta,0,18,2,0,200033,Serena Williams,8.0,202506,Margarita Gasparyan,117.0,1,12,6,2,7,5,6,6,3,12,59,34,21,12,9
2020-560,Us Open,Hard,2020-08-31,R32,3,2-6 6-2 6-2,wta,0,24,3,0,200033,Serena Williams,8.0,201585,Sloane Stephens,39.0,1,14,10,2,12,3,4,5,3,10,83,50,39,13,12
2020-560,Us Open,Hard,2020-08-31,R16,3,6-3 6-7(6) 6-3,wta,0,31,3,1,200033,Serena Williams,8.0,206289,Maria Sakkari,22.0,1,18,13,2,12,2,3,6,5,8,106,57,41,29,17
2020-560,Us Open,Hard,2020-08-31,QF,3,4-6 6-3 6-2,wta,0,27,3,0,200033,Serena Williams,8.0,201450,Tsvetana Pironkova,,1,16,11,2,20,1,4,5,3,9,92,61,45,15,14
2020-560,Us Open,Hard,2020-08-31,SF,3,1-6 6-3 6-3,wta,0,25,3,0,200033,Serena Williams,8.0,201458,Victoria Azarenka,27.0,0,12,13,1,6,3,3,7,4,5,77,50,36,10,12
2020-520,Roland Garros,Clay,2020-09-28,R128,3,7-6(2) 6-0,wta,0,19,2,1,200033,Serena Williams,9.0,201529,Kristie Ahn,102.0,1,13,6,2,11,5,5,8,6,14,73,46,32,14,9
2021-2026,Yarra Valley Classic,Hard,2021-01-31,QF,3,6-2 4-6 [10-6],wta,0,34,3,0,200033,Serena Williams,11.0,203389,Danielle Collins,46.0,1,20,14,2,8,3,3,5,3,12,60,39,29,9,9
2021-2026,Yarra Valley Classic,Hard,2021-01-31,R16,3,6-1 6-4,wta,0,17,2,0,200033,Serena Williams,11.0,201450,Tsvetana Pironkova,137.0,1,12,5,2,6,0,4,0,0,9,41,25,20,12,8
2021-2026,Yarra Valley Classic,Hard,2021-01-31,R32,3,6-1 6-4,wta,0,17,2,0,200033,Serena Williams,11.0,201611,Daria Saville,452.0,1,12,5,2,2,3,3,4,4,6,56,32,24,15,9
2021-580,Australian Open,Hard,2021-02-08,R128,3,6-1 6-1,wta,0,14,2,0,200033,Serena Williams,11.0,201696,Laura Siegemund,49.0,1,12,2,2,4,1,6,1,0,9,34,20,16,9,7
2021-580,Australian Open,Hard,2021-02-08,R64,3,6-3 6-0,wta,0,15,2,0,200033,Serena Williams,11.0,211411,Nina Stojanovic,99.0,1,12,3,2,6,1,4,3,3,9,49,28,24,11,8
2021-580,Australian Open,Hard,2021-02-08,R32,3,7-6(5) 6-2,wta,0,21,2,1,200033,Serena Williams,11.0,215713,Anastasia Potapova,101.0,1,13,8,2,9,4,5,12,9,8,75,47,36,9,10
2021-580,Australian Open,Hard,2021-02-08,R16,3,6-4 2-6 6-4,wta,0,28,3,0,200033,Serena Williams,11.0,214544,Aryna Sabalenka,7.0,1,14,14,2,9,8,4,11,7,9,99,51,40,19,14
2021-580,Australian Open,Hard,2021-02-08,QF,3,6-3 6-3,wta,0,18,2,0,200033,Serena Williams,11.0,201594,Simona Halep,2.0,1,12,6,2,4,1,6,4,1,13,47,26,20,8,9
2021-580,Australian Open,Hard,2021-02-08,SF,3,6-3 6-4,wta,0,19,2,0,200033,Serena Williams,11.0,211768,Naomi Osaka,3.0,0,7,12,0,3,1,2,4,0,7,50,23,15,12,9
2021-709,Rome,Clay,2021-05-10,R32,3,7-6(6) 7-5,wta,0,25,2,1,200033,Serena Williams,8.0,206408,Nadia Podoroska,44.0,0,11,14,0,8,4,3,6,2,3,77,37,23,18,12
2021-2041,Parma,Clay,2021-05-17,R16,3,7-6(4) 6-2,wta,0,21,2,1,200033,Serena Williams,8.0,211701,Katerina Siniakova,68.0,0,8,13,0,5,7,2,8,4,4,69,45,27,10,10
2021-2041,Parma,Clay,2021-05-17,R32,3,6-3 6-2,wta,0,17,2,0,200033,Serena Williams,8.0,221354,Lisa Pigato,572.0,1,12,5,2,6,0,4,1,0,9,45,28,21,14,9
2021-520,Roland Garros,Clay,2021-05-31,R128,3,7-6(6) 6-2,wta,0,21,2,1,200033,Serena Williams,8.0,201593,Irina Camelia Begu,74.0,1,13,8,2,5,2,5,5,2,8,77,39,23,19,10
2021-520,Roland Garros,Clay,2021-05-31,R64,3,6-3 5-7 6-1,wta,0,28,3,0,200033,Serena Williams,8.0,202596,Mihaela Buzarnescu,174.0,1,17,11,2,5,2,5,7,5,14,82,52,39,18,14
2021-520,Roland Garros,Clay,2021-05-31,R32,3,6-4 6-4,wta,0,20,2,0,200033,Serena Williams,8.0,203389,Danielle Collins,50.0,1,12,8,2,5,5,4,4,2,8,59,35,28,9,10
2021-520,Roland Garros,Clay,2021-05-31,R16,3,6-3 7-5,wta,0,21,2,0,200033,Serena Williams,8.0,214981,Elena Rybakina,22.0,0,8,13,0,2,1,3,7,2,5,51,29,17,9,11
2021-540,Wimbledon,Grass,2021-06-28,R128,3,3-3 RET,wta,1,6,1,0,200033,Serena Williams,8.0,205925,Aliaksandra Sasnovich,100.0,0,3,3,0,0,2,1,1,0,4,20,11,8,2,3
2022-540,Wimbledon,Grass,2022-06-27,R128,3,7-5 1-6 7-6(7),wta,0,32,3,1,200033,Serena Williams,1204.0,211552,Harmony Tan,115.0,0,17,15,1,5,3,6,15,10,17,109,72,45,19,16
2022-806,Toronto,Hard,2022-08-08,R32,3,6-2 6-4,wta,0,18,2,0,200033,Serena Williams,,202505,Belinda Bencic,12.0,0,6,12,0,6,4,0,8,5,1,54,36,26,6,9
2022-806,Toronto,Hard,2022-08-08,R64,3,6-3 6-4,wta,0,19,2,0,200033,Serena Williams,,203463,Nuria Parrizas Diaz,57.0,1,12,7,2,7,3,3,8,7,5,94,63,42,14,10
2022-1017,Cincinnati,Hard,2022-08-15,R64,3,6-4 6-0,wta,0,16,2,0,200033,Serena Williams,612.0,221054,Emma Raducanu,13.0,0,4,12,0,7,4,1,9,4,1,49,33,20,2,8
2022-560,Us Open,Hard,2022-08-29,R128,3,6-3 6-3,wta,0,18,2,0,200033,Serena Williams,605.0,203575,Danka Kovinic,80.0,1,12,6,2,9,6,5,10,8,11,65,43,33,8,9
2022-560,Us Open,Hard,2022-08-29,R64,3,7-6(4) 2-6 6-2,wta,0,29,3,1,200033,Serena Williams,605.0,204426,Anett Kontaveit,2.0,1,15,14,2,11,6,5,11,6,12,100,64,47,12,15
2022-560,Us Open,Hard,2022-08-29,R32,3,7-5 6-7(4) 6-1,wta,0,32,3,1,200033,Serena Williams,605.0,201548,Ajla Tomljanovic,46.0,0,13,19,1,11,7,5,13,5,13,106,61,39,16,15
2020-0718,Dubai,Hard,2020-02-17,R32,3,6-2 7-6(6),wta,0,21,2,1,200079,Kim Clijsters,,202469,Garbine Muguruza,16.0,0,8,13,0,3,10,2,15,11,5,85,59,34,10,10
2020-1039,Monterrey,Hard,2020-03-02,R32,3,6-3 7-5,wta,0,21,2,0,200079,Kim Clijsters,,202427,Johanna Konta,16.0,0,8,13,0,9,4,0,8,5,0,75,44,30,13,11
2020-560,Us Open,Hard,2020-08-31,R128,3,3-6 7-5 6-1,wta,0,28,3,0,200079,Kim Clijsters,,206420,Ekaterina Alexandrova,29.0,0,12,16,1,4,6,3,10,5,15,84,61,38,12,14
2021-2048,Chicago 2,Hard,2021-09-27,R64,3,6-3 5-7 6-3,wta,0,30,3,0,200079,Kim Clijsters,,201444,Su Wei Hsieh,97.0,0,13,17,1,3,9,5,20,13,10,110,71,41,17,15
2021-609,Indian Wells,Hard,2021-10-06,R128,3,6-1 2-6 6-2,wta,0,23,3,0,200079,Kim Clijsters,1476.0,211701,Katerina Siniakova,53.0,0,9,14,1,1,9,3,9,3,9,73,45,27,9,12
2019-1049,Auckland,Hard,2018-12-31,R32,3,6-3 1-6 6-3,wta,0,25,3,0,200748,Venus Williams,39.0,201458,Victoria Azarenka,51.0,1,13,12,2,2,0,5,11,6,19,85,48,28,18,13
2019-1049,Auckland,Hard,2018-12-31,R16,3,6-4 6-3,wta,0,19,2,0,200748,Venus Williams,39.0,201616,Lauren Davis,173.0,1,12,7,2,2,2,3,2,1,8,58,38,29,11,10
2019-1049,Auckland,Hard,2018-12-31,QF,3,6-7(1) 6-1 6-3,wta,0,29,3,1,200748,Venus Williams,39.0,215370,Bianca Andreescu,152.0,0,11,18,1,0,6,5,18,9,11,96,49,25,17,14
2019-580,Australian Open,Hard,2019-01-14,R128,3,6-7(3) 7-6(3) 6-2,wta,0,34,3,2,200748,Venus Williams,36.0,202596,Mihaela Buzarnescu,26.0,1,19,15,2,2,6,5,6,3,7,107,69,47,18,16
2019-580,Australian Open,Hard,2019-01-14,R64,3,6-3 4-6 6-0,wta,0,25,3,0,200748,Venus Williams,36.0,201427,Alize Cornet,46.0,1,16,9,2,2,4,6,13,10,12,105,65,45,17,13
2019-580,Australian Open,Hard,2019-01-14,R32,3,6-2 6-3,wta,0,17,2,0,200748,Venus Williams,36.0,201594,Simona Halep,1.0,0,5,12,0,5,4,1,10,5,6,64,38,22,8,8
2019-M006,Indian Wells,Hard,2019-03-04,R128,3,6-4 0-6 6-3,wta,0,25,3,0,200748,Venus Williams,36.0,201492,Andrea Petkovic,68.0,1,12,13,2,2,4,6,11,5,15,78,46,28,13,12
2019-M006,Indian Wells,Hard,2019-03-04,R64,3,4-6 7-5 6-4,wta,0,32,3,0,200748,Venus Williams,36.0,201520,Petra Kvitova,3.0,1,17,15,2,0,4,5,7,3,10,100,63,37,23,16
2019-M006,Indian Wells,Hard,2019-03-04,R32,3,6-2 7-5,wta,0,20,2,0,200748,Venus Williams,36.0,201539,Christina Mchale,140.0,1,13,7,2,0,3,7,9,5,9,61,34,20,14,10
2019-M006,Indian Wells,Hard,2019-03-04,R16,3,6-4 6-4,wta,0,20,2,0,200748,Venus Williams,36.0,201621,Mona Barthel,97.0,1,12,8,2,0,2,4,5,3,10,70,45,31,10,10
2019-M006,Indian Wells,Hard,2019-03-04,QF,3,7-6(3) 6-3,wta,0,22,2,1,200748,Venus Williams,36.0,201493,Angelique Kerber,8.0,0,9,13,0,1,1,2,12,9,8,84,58,37,10,10
2019-M007,Miami,Hard,2019-03-18,R128,3,7-5 6-3,wta,0,21,2,0,200748,Venus Williams,43.0,203435,Dalila Jakupovic,80.0,1,13,8,2,1,1,6,6,2,12,67,48,31,7,11
2019-M007,Miami,Hard,2019-03-18,R64,3,7-6(4) 6-1,wta,0,20,2,1,200748,Venus Williams,43.0,201521,Carla Suarez Navarro,29.0,1,13,7,2,3,4,5,8,6,7,65,41,30,10,9
2019-M007,Miami,Hard,2019-03-18,R32,3,6-3 6-1,wta,0,16,2,0,200748,Venus Williams,43.0,214082,Daria Kasatkina,22.0,1,12,4,2,2,2,8,9,5,8,57,39,25,4,8
2019-M007,Miami,Hard,2019-03-18,R16,3,6-3 6-3,wta,0,18,2,0,200748,Venus Williams,43.0,201594,Simona Halep,3.0,0,6,12,0,1,2,1,7,3,3,61,37,21,10,9
2019-M009,Rome,Clay,2019-05-13,R64,3,7-5 3-6 7-6(4),wta,0,34,3,1,200748,Venus Williams,50.0,210722,Elise Mertens,20.0,1,17,17,2,0,5,7,19,11,19,138,92,51,22,17
2019-M009,Rome,Clay,2019-05-13,R16,3,6-2 6-4,wta,0,18,2,0,200748,Venus Williams,50.0,202427,Johanna Konta,42.0,0,6,12,0,2,1,2,9,4,4,54,34,17,10,9
2019-520,Roland Garros,Clay,2019-05-27,R128,3,6-3 6-3,wta,0,18,2,0,200748,Venus Williams,52.0,202494,Elina Svitolina,9.0,0,6,12,0,1,3,4,11,4,7,55,40,17,3,9
2019-1052,Birmingham,Grass,2019-06-17,R32,3,6-3 6-4,wta,0,19,2,0,200748,Venus Williams,55.0,205925,Aliaksandra Sasnovich,36.0,1,12,7,2,1,5,4,5,3,6,58,40,29,9,10
2019-1052,Birmingham,Grass,2019-06-17,R16,3,6-3 6-2,wta,0,17,2,0,200748,Venus Williams,55.0,202492,Qiang Wang,15.0,1,12,5,2,1,1,4,1,0,12,45,37,28,4,9
2019-1052,Birmingham,Grass,2019-06-17,QF,3,6-4 6-3,wta,0,19,2,0,200748,Venus Williams,55.0,202458,Ashleigh Barty,2.0,0,7,12,0,0,4,1,8,4,4,70,44,25,13,10
2019-540,Wimbledon,Grass,2019-07-01,R128,3,6-4 6-4,wta,0,20,2,0,200748,Venus Williams,44.0,221103,Coco Gauff,313.0,0,8,12,0,2,4,1,3,0,3,55,36,25,9,10
2019-0703,San Jose,Hard,2019-07-29,R32,3,6-7(4) 6-3 6-1,wta,0,29,3,1,200748,Venus Williams,50.0,201318,Bethanie Mattek Sands,674.0,0,11,18,1,5,5,3,18,11,8,119,73,45,16,14
2019-0806,Toronto ,Hard,2019-08-05,R64,3,6-4 6-2,wta,0,18,2,0,200748,Venus Williams,56.0,201521,Carla Suarez Navarro,26.0,0,6,12,0,1,5,2,12,7,4,63,32,23,7,9
2019-M024,Cincinnati,Hard,2019-08-12,R64,3,7-5 6-2,wta,0,20,2,0,200748,Venus Williams,65.0,201616,Lauren Davis,69.0,1,13,7,2,4,2,4,8,7,6,70,42,30,16,10
2019-M024,Cincinnati,Hard,2019-08-12,R32,3,6-3 3-6 7-6(4),wta,0,31,3,1,200748,Venus Williams,65.0,202428,Kiki Bertens,5.0,1,16,15,2,1,3,5,10,5,11,88,50,31,21,15
2019-M024,Cincinnati,Hard,2019-08-12,R16,3,2-6 6-3 6-3,wta,0,26,3,0,200748,Venus Williams,65.0,202499,Donna Vekic,26.0,1,14,12,2,4,3,6,15,10,11,93,57,28,23,13
2019-M024,Cincinnati,Hard,2019-08-12,QF,3,6-2 6-3,wta,0,17,2,0,200748,Venus Williams,65.0,201619,Madison Keys,18.0,0,5,12,0,1,8,0,8,5,2,64,41,26,8,8
2019-560,Us Open,Hard,2019-08-26,R128,3,6-1 6-0,wta,0,13,2,0,200748,Venus Williams,52.0,202453,Saisai Zheng,38.0,1,12,1,2,4,3,5,4,4,7,51,31,25,11,7
2019-560,Us Open,Hard,2019-08-26,R64,3,6-4 6-4,wta,0,20,2,0,200748,Venus Williams,52.0,202494,Elina Svitolina,5.0,0,8,12,0,3,7,2,17,13,6,82,49,28,14,10
2019-1075,Wuhan,Hard,2019-09-23,R64,3,7-5 7-6(5),wta,0,25,2,1,200748,Venus Williams,59.0,203389,Danielle Collins,33.0,0,11,14,0,2,5,4,14,9,12,88,55,36,11,12
2019-M015,Beijing,Hard,2019-09-30,R64,3,6-3 4-6 7-5,wta,0,31,3,0,200748,Venus Williams,59.0,201366,Barbora Strycova,34.0,1,17,14,2,2,8,5,6,2,12,107,68,45,18,16
2019-M015,Beijing,Hard,2019-09-30,R32,3,3-6 6-3 7-5,wta,0,30,3,0,200748,Venus Williams,59.0,202505,Belinda Bencic,10.0,0,14,16,1,2,3,3,9,5,9,91,63,44,12,15
2019-1076,Tianjin,Hard,2019-10-07,R32,3,6-3 4-6 6-3,wta,0,28,3,0,200748,Venus Williams,51.0,202490,Rebecca Peterson,59.0,0,12,16,1,2,5,6,17,9,11,88,56,33,11,14
2020-580,Australian Open,Hard,2020-01-20,R128,3,7-6(5) 6-3,wta,0,22,2,1,200748,Venus Williams,55.0,221103,Coco Gauff,67.0,0,9,13,0,7,6,1,6,4,2,72,47,36,10,10
2020-M004,Acapulco,Hard,2020-02-24,R32,3,4-6 7-6(4) 6-2,wta,0,31,3,1,200748,Venus Williams,64.0,215219,Kaja Juvan,125.0,0,14,17,1,1,13,6,10,3,17,104,54,34,18,15
2020-1039,Monterrey,Hard,2020-03-02,R32,3,4-6 6-3 6-2,wta,0,27,3,0,200748,Venus Williams,65.0,203533,Anna Karolina Schmiedlova,199.0,0,11,16,1,2,12,5,20,12,13,122,75,46,14,14
2020-2022,Lexington,Hard,2020-08-10,R16,3,3-6 6-3 6-4,wta,0,28,3,0,200748,Venus Williams,67.0,200033,Serena Williams,9.0,0,13,15,1,6,11,4,15,10,7,108,54,33,25,14
2020-2022,Lexington,Hard,2020-08-10,R32,3,6-3 6-2,wta,0,17,2,0,200748,Venus Williams,67.0,201458,Victoria Azarenka,58.0,1,12,5,2,3,1,3,1,1,3,57,40,28,11,9
2020-M024,Cincinnati,Hard,2020-08-24,R64,3,5-7 6-2 7-5,wta,0,32,3,0,200748,Venus Williams,65.0,215035,Dayana Yastremska,25.0,0,14,18,1,6,8,3,10,5,14,104,57,38,21,16
2020-560,Us Open,Hard,2020-08-31,R128,3,6-3 7-5,wta,0,21,2,0,200748,Venus Williams,67.0,214096,Karolina Muchova,26.0,0,8,13,0,1,3,2,15,10,8,76,46,26,15,11
2020-M009,Rome,Clay,2020-09-14,R64,3,7-6(7) 6-2,wta,0,21,2,1,200748,Venus Williams,70.0,201458,Victoria Azarenka,14.0,0,8,13,0,2,5,4,14,8,7,93,55,35,11,10
2020-520,Roland Garros,Clay,2020-09-28,R128,3,6-4 6-4,wta,0,20,2,0,200748,Venus Williams,76.0,203533,Anna Karolina Schmiedlova,161.0,0,8,12,0,1,4,4,13,7,14,66,34,17,13,10
2021-2026,Yarra Valley Classic,Hard,2021-01-31,R32,3,7-6(6) 7-5,wta,0,25,2,1,200748,Venus Williams,80.0,201520,Petra Kvitova,9.0,0,11,14,0,7,4,2,11,8,7,94,63,41,13,12
