tourney_id,tourney_name,surface,tourney_date,round,best_of,score,tour,retired,total_games,total_sets,total_tiebreaks,player_id,player_name,player_rank,opp_id,opp_name,opp_rank,won_match,games_won,games_lost,sets_won,aces,double_faults,bp_won,bp_faced,bp_saved,bp_faced_opp,svpt,first_in,first_won,second_won,svc_games
2021-0341,Metz,Hard,2021-09-20,R32,3,7-5 6-3,atp,0,21,2,0,105526,Jan Lennard Struff,55.0,144707,Mikael Ymer,75.0,0,8,13,0,4,3,1,5,2,9,58,29,20,14,10
2021-0404,Indian Wells Masters,Hard,2021-10-04,R128,3,7-6(4) 6-3,atp,0,22,2,1,105526,Jan Lennard Struff,53.0,123755,Daniel Elahi Galan,104.0,1,13,9,2,9,3,2,3,2,6,72,39,29,21,11
2021-0404,Indian Wells Masters,Hard,2021-10-04,R64,3,6-4 4-6 6-3,atp,0,29,3,0,105526,Jan Lennard Struff,53.0,104926,Fabio Fognini,30.0,0,13,16,1,14,5,2,13,9,4,115,60,41,25,15
2021-7485,Antwerp,Hard,2021-10-18,R32,3,6-3 3-6 6-3,atp,0,27,3,0,105526,Jan Lennard Struff,50.0,105077,Albert Ramos,45.0,1,15,12,2,12,1,2,8,7,6,81,49,39,21,14
2021-7485,Antwerp,Hard,2021-10-18,R16,3,6-2 6-3,atp,0,17,2,0,105526,Jan Lennard Struff,50.0,144750,Lloyd Harris,32.0,0,5,12,0,3,2,0,11,7,0,63,33,26,9,9
2021-0568,St. Petersburg,Hard,2021-10-25,R32,3,7-6(3) 6-3,atp,0,22,2,1,105526,Jan Lennard Struff,53.0,105902,James Duckworth,51.0,1,13,9,2,10,2,2,1,0,11,68,36,29,17,11
2021-0568,St. Petersburg,Hard,2021-10-25,R16,3,6-4 6-3,atp,0,19,2,0,105526,Jan Lennard Struff,53.0,122330,Alexander Bublik,34.0,1,12,7,2,7,2,3,0,0,9,53,32,25,14,9
2021-0568,St. Petersburg,Hard,2021-10-25,QF,3,6-4 6-3,atp,0,19,2,0,105526,Jan Lennard Struff,53.0,133430,Denis Shapovalov,13.0,1,12,7,2,4,4,4,5,4,8,52,25,22,14,9
2021-0568,St. Petersburg,Hard,2021-10-25,SF,3,5-7 6-1 6-3,atp,0,28,3,0,105526,Jan Lennard Struff,53.0,126203,Taylor Fritz,28.0,0,11,17,1,6,4,2,10,5,4,94,58,38,15,14
2021-0352,Paris Masters,Hard,2021-11-01,R64,3,6-3 6-4,atp,0,19,2,0,105526,Jan Lennard Struff,50.0,126205,Tommy Paul,53.0,0,7,12,0,6,4,1,7,4,2,57,35,23,11,9
2021-M-DC-2021-FLS-F-M-SRB-GER-01,Davis Cup Finals RR: SRB vs GER,Hard,2021-11-27,RR,3,6-2 6-4,atp,0,18,2,0,105526,Jan Lennard Struff,51.0,104925,Novak Djokovic,1.0,0,6,12,0,2,1,0,6,3,0,58,38,23,9,9
2021-M-DC-2021-FLS-F-M-GER-AUT-01,Davis Cup Finals RR: GER vs AUT,Hard,2021-11-28,RR,3,7-5 6-4,atp,0,22,2,0,105526,Jan Lennard Struff,51.0,110602,Dennis Novak,118.0,1,13,9,2,7,0,3,1,0,4,60,41,29,13,11
2021-M-DC-2021-FLS-M-GBR-GER-01,Davis Cup Finals QF: GBR vs GER,Hard,2021-11-30,RR,3,7-6(6) 3-6 6-2,atp,0,30,3,1,105526,Jan Lennard Struff,51.0,111815,Cameron Norrie,12.0,1,16,14,2,9,5,4,8,5,7,105,67,48,17,15
2021-M-DC-2021-FLS-M-RTF-GER-01,Davis Cup Finals SF: RTF vs GER,Hard,2021-12-04,RR,3,6-4 6-4,atp,0,20,2,0,105526,Jan Lennard Struff,51.0,106421,Daniil Medvedev,2.0,0,8,12,0,5,4,0,5,3,1,54,34,29,7,10
2022-8888,Atp Cup,Hard,2022-01-03,RR,3,7-6(5) 4-6 6-3,atp,0,32,3,1,105526,Jan Lennard Struff,51.0,133430,Denis Shapovalov,14.0,0,15,17,1,4,3,1,4,3,6,106,61,44,27,15
2022-8888,Atp Cup,Hard,2022-01-03,RR,3,6-1 6-2,atp,0,15,2,0,105526,Jan Lennard Struff,51.0,105554,Daniel Evans,25.0,0,3,12,0,3,3,0,11,7,0,49,27,18,7,7
2022-8888,Atp Cup,Hard,2022-01-03,RR,3,7-6(7) 4-6 7-5,atp,0,35,3,1,105526,Jan Lennard Struff,51.0,104545,John Isner,24.0,1,18,17,2,18,6,1,6,5,8,104,58,49,29,17
2022-9667,Adelaide 2,Hard,2022-01-10,R32,3,6-2 6-4,atp,0,18,2,0,105526,Jan Lennard Struff,50.0,144895,Corentin Moutet,115.0,0,6,12,0,5,3,1,5,1,8,49,32,20,6,9
2022-580,Australian Open,Hard,2022-01-17,R128,5,6-4 6-3 6-2,atp,0,27,3,0,105526,Jan Lennard Struff,52.0,122298,Botic Van De Zandschulp,57.0,0,9,18,0,5,2,1,10,5,3,91,59,38,13,13
2022-0495,Dubai,Hard,2022-02-21,R32,3,6-1 3-6 6-3,atp,0,25,3,0,105526,Jan Lennard Struff,56.0,105575,Ricardas Berankis,99.0,0,10,15,1,6,2,2,9,5,4,73,45,28,15,12
2022-M-DC-2022-QLS-M-GER-BRA-01,Davis Cup QLS R1: GER vs BRA,Clay,2022-03-04,RR,3,6-3 1-6 6-3,atp,0,25,3,0,105526,Jan Lennard Struff,60.0,106329,Thiago Monteiro,114.0,0,12,13,1,18,5,2,4,2,2,73,46,35,13,12
2022-0404,Indian Wells Masters,Hard,2022-03-07,R128,3,7-6(6) 6-4,atp,0,23,2,1,105526,Jan Lennard Struff,58.0,105357,John Millman,77.0,0,10,13,0,16,3,1,8,6,6,79,46,34,15,11
2022-0403,Miami Masters,Hard,2022-03-21,R128,3,6-3 2-0 RET,atp,1,11,2,0,105526,Jan Lennard Struff,56.0,124079,Pedro Martinez,47.0,0,3,8,0,3,4,0,2,0,2,30,14,10,6,5
2022-0321,Stuttgart,Grass,2022-06-06,R16,3,7-6(2) 7-6(4),atp,0,26,2,2,105526,Jan Lennard Struff,103.0,132283,Lorenzo Sonego,32.0,0,12,14,0,5,5,0,1,1,0,73,36,28,26,12
2022-0321,Stuttgart,Grass,2022-06-06,R32,3,7-5 5-7 7-6(8),atp,0,37,3,1,105526,Jan Lennard Struff,103.0,106218,Marcos Giron,53.0,1,19,18,2,23,5,3,9,6,5,108,60,46,29,18
2022-0500,Halle,Grass,2022-06-13,R32,3,3-6 6-3 7-6(5),atp,0,31,3,1,105526,Jan Lennard Struff,149.0,125802,Ilya Ivashka,42.0,0,15,16,1,19,3,2,5,3,5,91,50,43,22,15
2022-540,Wimbledon,Grass,2022-06-27,R128,5,4-6 7-5 4-6 7-6(3) 6-4,atp,0,55,5,1,105526,Jan Lennard Struff,155.0,207989,Carlos Alcaraz,7.0,0,27,28,2,23,10,2,14,12,8,210,113,88,47,28
2022-0414,Hamburg,Clay,2022-07-18,R32,3,3-6 6-3 7-6(2),atp,0,31,3,1,105526,Jan Lennard Struff,122.0,111575,Karen Khachanov,26.0,0,15,16,1,7,2,3,5,2,15,94,57,40,21,15
2022-M-DC-2022-FLS-3-C-M-FRA-GER-01,Davis Cup Finals RR: FRA vs GER,Hard,2022-09-14,RR,3,6-4 2-6 7-5,atp,0,30,3,0,105526,Jan Lennard Struff,132.0,126127,Benjamin Bonzi,53.0,1,15,15,2,0,0,0,0,0,0,0,0,0,0,0
2022-M-DC-2022-FLS-3-C-M-GER-BEL-01,Davis Cup Finals RR: GER vs BEL,Hard,2022-09-16,RR,3,6-4 7-6(9),atp,0,23,2,1,105526,Jan Lennard Struff,132.0,200267,Zizou Bergs,134.0,1,13,10,2,0,0,0,0,0,0,0,0,0,0,0
2022-M-DC-2022-FLS-3-C-M-GER-AUS-01,Davis Cup Finals RR: GER vs AUS,Hard,2022-09-18,RR,3,6-1 7-5,atp,0,19,2,0,105526,Jan Lennard Struff,132.0,126845,Max Purcell,226.0,1,13,6,2,0,0,0,0,0,0,0,0,0,0,0
2022-7434,Sofia,Hard,2022-09-26,QF,3,7-6(3) 6-1,atp,0,20,2,1,105526,Jan Lennard Struff,132.0,207518,Lorenzo Musetti,30.0,0,7,13,0,4,4,1,5,2,2,59,34,24,9,9
2022-7434,Sofia,Hard,2022-09-26,R16,3,6-3 6-1,atp,0,16,2,0,105526,Jan Lennard Struff,132.0,200005,Ugo Humbert,110.0,1,12,4,2,6,1,4,0,0,6,41,22,21,11,8
2022-7434,Sofia,Hard,2022-09-26,R32,3,4-6 6-3 6-2,atp,0,27,3,0,105526,Jan Lennard Struff,132.0,105583,Dusan Lajovic,86.0,1,16,11,2,14,5,4,7,5,9,77,48,43,12,14
2022-M-DC-2022-FLS-M-GER-CAN-01,Davis Cup Finals QF: GER vs CAN,Hard,2022-11-24,RR,3,6-3 4-6 7-6(2),atp,0,32,3,1,105526,Jan Lennard Struff,152.0,133430,Denis Shapovalov,18.0,1,17,15,2,0,0,0,0,0,0,0,0,0,0,0
2023-580,Australian Open,Hard,2023-01-16,R128,5,6-1 7-6(6) 6-2,atp,0,28,3,1,105526,Jan Lennard Struff,167.0,126205,Tommy Paul,35.0,0,9,19,0,8,6,1,10,5,3,79,43,30,13,13
2023-0404,Indian Wells Masters,Hard,2023-03-06,R64,3,6-3 6-3,atp,0,18,2,0,105526,Jan Lennard Struff,134.0,126205,Tommy Paul,19.0,0,6,12,0,3,4,1,12,8,4,64,36,25,9,9
2023-0404,Indian Wells Masters,Hard,2023-03-06,R128,3,1-6 6-3 6-3,atp,0,25,3,0,105526,Jan Lennard Struff,134.0,111460,Quentin Halys,81.0,1,13,12,2,5,3,3,9,7,7,79,39,25,24,12
2023-0403,Miami Masters,Hard,2023-03-20,R64,3,4-6 7-6(5) 6-4,atp,0,33,3,1,105526,Jan Lennard Struff,103.0,105777,Grigor Dimitrov,27.0,0,16,17,1,10,5,1,10,9,3,120,75,55,24,16
2023-0403,Miami Masters,Hard,2023-03-20,R128,3,6-4 5-7 6-4,atp,0,32,3,0,105526,Jan Lennard Struff,103.0,104926,Fabio Fognini,91.0,1,17,15,2,10,2,4,7,4,6,107,56,40,26,16
2023-0360,Marrakech,Clay,2023-04-03,R32,3,3-6 6-4 7-5,atp,0,31,3,0,105526,Jan Lennard Struff,100.0,200384,Hugo Gaston,104.0,0,15,16,1,12,5,2,4,2,4,90,49,36,24,15
2023-0410,Monte Carlo Masters,Clay,2023-04-10,QF,3,6-1 7-6(5),atp,0,20,2,1,105526,Jan Lennard Struff,100.0,126094,Andrey Rublev,6.0,0,7,13,0,6,6,2,14,10,3,74,31,19,19,9
2023-0410,Monte Carlo Masters,Clay,2023-04-10,R16,3,6-1 7-6(6),atp,0,20,2,1,105526,Jan Lennard Struff,100.0,134770,Casper Ruud,4.0,1,13,7,2,3,1,4,7,5,14,67,38,30,15,10
2023-0410,Monte Carlo Masters,Clay,2023-04-10,R32,3,6-3 6-2,atp,0,17,2,0,105526,Jan Lennard Struff,100.0,200282,Alex De Minaur,19.0,1,12,5,2,6,3,5,3,2,6,47,28,24,10,8
2023-0410,Monte Carlo Masters,Clay,2023-04-10,R64,3,6-4 6-3,atp,0,19,2,0,105526,Jan Lennard Struff,100.0,105077,Albert Ramos,50.0,1,12,7,2,7,3,3,5,4,5,62,38,30,13,10
2023-0308,Munich,Clay,2023-04-17,R32,3,7-5 7-5,atp,0,24,2,0,105526,Jan Lennard Struff,64.0,106310,Alexander Ritschard,209.0,0,10,14,0,10,3,1,7,4,9,83,52,33,15,12
2023-1536,Madrid Masters,Clay,2023-04-24,F,3,6-4 3-6 6-3,atp,0,28,3,0,105526,Jan Lennard Struff,65.0,207989,Carlos Alcaraz,2.0,0,13,15,1,4,5,2,11,8,8,104,53,40,23,14
2023-1536,Madrid Masters,Clay,2023-04-24,SF,3,4-6 6-3 6-4,atp,0,29,3,0,105526,Jan Lennard Struff,65.0,106234,Aslan Karatsev,121.0,1,16,13,2,15,6,3,7,5,9,96,57,42,21,15
2023-1536,Madrid Masters,Clay,2023-04-24,QF,3,7-6(5) 5-7 6-3,atp,0,34,3,1,105526,Jan Lennard Struff,65.0,126774,Stefanos Tsitsipas,5.0,1,18,16,2,14,3,1,10,9,1,122,83,64,19,17
2023-1536,Madrid Masters,Clay,2023-04-24,R16,3,7-6(7) 6-7(7) 6-3,atp,0,35,3,2,105526,Jan Lennard Struff,65.0,106398,Pedro Cachin,67.0,1,19,16,2,8,2,4,6,4,5,109,73,56,20,16
2023-1536,Madrid Masters,Clay,2023-04-24,R32,3,6-7(2) 6-3 6-3,atp,0,31,3,1,105526,Jan Lennard Struff,65.0,105583,Dusan Lajovic,40.0,1,18,13,2,8,3,3,5,5,9,102,56,44,26,15
2023-1536,Madrid Masters,Clay,2023-04-24,R64,3,4-6 7-6(4) 7-5,atp,0,35,3,1,105526,Jan Lennard Struff,65.0,210097,Ben Shelton,38.0,1,18,17,2,11,3,2,6,4,5,101,61,50,23,17
2023-1536,Madrid Masters,Clay,2023-04-24,R128,3,6-3 6-1,atp,0,16,2,0,105526,Jan Lennard Struff,65.0,132283,Lorenzo Sonego,47.0,1,12,4,2,1,2,4,3,3,6,47,22,18,16,8
2023-520,Roland Garros,Clay,2023-05-29,R128,5,7-5 1-6 6-3 3-6 6-1,atp,0,44,5,0,105526,Jan Lennard Struff,28.0,208103,Jiri Lehecka,41.0,0,21,23,2,9,5,5,11,5,10,133,75,52,28,22
2023-0321,Stuttgart,Grass,2023-06-12,F,3,4-6 7-6(1) 7-6(8),atp,0,36,3,2,105526,Jan Lennard Struff,24.0,126207,Frances Tiafoe,12.0,0,18,18,1,28,8,1,3,3,1,117,72,57,24,17
2023-0321,Stuttgart,Grass,2023-06-12,SF,3,3-6 6-3 6-3,atp,0,27,3,0,105526,Jan Lennard Struff,24.0,128034,Hubert Hurkacz,14.0,1,15,12,2,11,4,3,2,1,5,66,44,36,14,13
2023-0321,Stuttgart,Grass,2023-06-12,QF,3,6-4 7-5,atp,0,22,2,0,105526,Jan Lennard Struff,24.0,104755,Richard Gasquet,55.0,1,13,9,2,18,2,2,1,1,5,59,35,32,14,11
2023-0321,Stuttgart,Grass,2023-06-12,R16,3,7-6(4) 7-6(5),atp,0,26,2,2,105526,Jan Lennard Struff,24.0,126205,Tommy Paul,16.0,1,14,12,2,21,2,1,2,1,7,70,50,45,10,12
2023-0321,Stuttgart,Grass,2023-06-12,R32,3,6-1 6-4,atp,0,17,2,0,105526,Jan Lennard Struff,24.0,111190,Zhizhen Zhang,56.0,1,12,5,2,7,3,4,1,0,6,45,26,21,12,9
2023-0500,Halle,Grass,2023-06-19,R16,3,6-3 6-7(4) 6-3,atp,0,31,3,1,105526,Jan Lennard Struff,21.0,122330,Alexander Bublik,48.0,0,13,18,1,14,8,2,14,10,6,113,68,50,15,14
2023-0500,Halle,Grass,2023-06-19,R32,3,6-1 7-6(4),atp,0,20,2,1,105526,Jan Lennard Struff,21.0,126128,Roman Safiullin,99.0,1,13,7,2,7,4,4,2,1,7,69,29,22,23,9
2023-9164,Zhuhai,Hard,2023-09-20,QF,3,6-4 7-5,atp,0,22,2,0,105526,Jan Lennard Struff,23.0,106415,Yoshihito Nishioka,46.0,0,9,13,0,11,2,1,5,2,5,59,37,28,8,11
2023-9164,Zhuhai,Hard,2023-09-20,R16,3,6-3 1-6 6-4,atp,0,26,3,0,105526,Jan Lennard Struff,23.0,106426,Cristian Garin,102.0,1,13,13,2,12,5,3,5,2,10,77,46,36,13,13
2023-0747,Beijing,Hard,2023-09-27,R32,3,7-6(5) 6-3,atp,0,22,2,1,105526,Jan Lennard Struff,22.0,134770,Casper Ruud,9.0,0,9,13,0,6,5,1,9,6,6,84,44,28,22,11
2023-5014,Shanghai Masters,Hard,2023-10-02,R64,3,6-3 3-6 6-4,atp,0,28,3,0,105526,Jan Lennard Struff,27.0,208286,Matteo Arnaldi,42.0,0,13,15,1,6,3,3,9,5,11,84,52,36,14,14
2023-7485,Antwerp,Hard,2023-10-16,R16,3,5-7 7-6(5) 7-6(11),atp,0,38,3,2,105526,Jan Lennard Struff,27.0,200384,Hugo Gaston,96.0,0,19,19,1,15,2,4,8,5,16,120,78,60,19,18
2023-0328,Basel,Hard,2023-10-23,R16,3,6-1 6-4,atp,0,17,2,0,105526,Jan Lennard Struff,27.0,128034,Hubert Hurkacz,11.0,0,5,12,0,5,2,1,9,5,1,65,39,23,10,8
2023-0328,Basel,Hard,2023-10-23,R32,3,7-6(7) 6-4,atp,0,23,2,1,105526,Jan Lennard Struff,27.0,111153,Christopher Eubanks,34.0,1,13,10,2,8,1,1,4,4,6,73,45,38,16,11
2023-0352,Paris Masters,Hard,2023-10-30,R64,3,7-6(3) 6-4,atp,0,23,2,1,105526,Jan Lennard Struff,27.0,200000,Felix Auger Aliassime,19.0,0,10,13,0,7,3,0,3,2,3,84,52,36,17,11
2023-7434,Sofia,Hard,2023-11-06,SF,3,6-3 6-4,atp,0,19,2,0,105526,Jan Lennard Struff,28.0,207733,Jack Draper,82.0,0,7,12,0,10,2,1,4,1,8,53,30,22,10,9
2023-7434,Sofia,Hard,2023-11-06,QF,3,7-6(3) 4-6 6-4,atp,0,33,3,1,105526,Jan Lennard Struff,28.0,206681,Fabian Marozsan,62.0,1,17,16,2,13,4,4,7,3,8,89,63,49,11,16
2023-7434,Sofia,Hard,2023-11-06,R16,3,7-6(5) 6-4,atp,0,23,2,1,105526,Jan Lennard Struff,28.0,126129,Billy Harris,221.0,1,13,10,2,11,2,2,4,3,5,72,43,33,18,11
2024-0336,Hong Kong,Hard,2024-01-01,R16,3,6-7(4) 7-6(5) 7-6(2),atp,0,39,3,3,105526,Jan Lennard Struff,25.0,124116,Sebastian Ofner,43.0,0,19,20,1,14,4,2,12,10,6,131,76,56,29,18
2024-0336,Hong Kong,Hard,2024-01-01,R32,3,3-6 7-6(4) 7-6(7),atp,0,35,3,2,105526,Jan Lennard Struff,25.0,105227,Marin Cilic,674.0,1,17,18,2,11,4,3,10,6,10,124,69,49,26,16
2024-580,Australian Open,Hard,2024-01-15,R128,5,3-6 6-3 6-2 6-7(2) 7-6(8),atp,0,52,5,2,105526,Jan Lennard Struff,25.0,208014,Rinky Hijikata,71.0,1,28,24,3,25,4,5,14,11,13,177,107,82,33,25
2024-580,Australian Open,Hard,2024-01-15,R64,5,6-4 1-6 7-6(5) 1-6 7-6(9),atp,0,50,5,2,105526,Jan Lennard Struff,25.0,200175,Miomir Kecmanovic,60.0,0,28,22,2,23,7,5,14,12,8,178,120,90,27,24
2024-M-DC-2024-QLS-M-HUN-GER-01,Davis Cup QLS R1: HUN vs GER,Hard,2024-02-02,RR,3,6-3 7-5,atp,0,21,2,0,105526,Jan Lennard Struff,24.0,105916,Marton Fucsovics,82.0,0,8,13,0,3,4,0,7,5,11,64,30,26,15,10
2024-M-DC-2024-QLS-M-HUN-GER-01,Davis Cup QLS R1: HUN vs GER,Hard,2024-02-02,RR,3,6-3 6-2,atp,0,17,2,0,105526,Jan Lennard Struff,24.0,200218,Mate Valkusz,213.0,1,12,5,2,10,2,4,2,1,6,50,28,22,14,9
2024-0407,Rotterdam,Hard,2024-02-12,R16,3,6-3 6-3,atp,0,18,2,0,105526,Jan Lennard Struff,25.0,200325,Emil Ruusuvuori,55.0,0,6,12,0,10,2,1,5,1,2,48,31,22,5,9
2024-0407,Rotterdam,Hard,2024-02-12,R32,3,4-6 7-6(5) 7-6(4),atp,0,36,3,2,105526,Jan Lennard Struff,25.0,200221,Alejandro Davidovich Fokina,24.0,1,18,18,2,16,4,1,9,7,3,107,58,49,28,17
2024-0451,Doha,Hard,2024-02-19,R32,3,6-4 6-4,atp,0,20,2,0,105526,Jan Lennard Struff,25.0,106331,Christopher Oconnell,65.0,0,8,12,0,5,0,1,6,3,3,63,39,26,11,10
2024-0495,Dubai,Hard,2024-02-26,R32,3,7-6(5) 6-7(4) 7-6(6),atp,0,39,3,3,105526,Jan Lennard Struff,25.0,128034,Hubert Hurkacz,8.0,0,19,20,1,17,2,0,3,3,6,118,80,70,21,18
2024-0404,Indian Wells Masters,Hard,2024-03-04,R32,3,6-3 6-4,atp,0,19,2,0,105526,Jan Lennard Struff,25.0,206173,Jannik Sinner,3.0,0,7,12,0,3,1,0,4,2,3,58,40,29,8,9
2024-0404,Indian Wells Masters,Hard,2024-03-04,R64,3,6-7(3) 6-2 7-6(9),atp,0,34,3,2,105526,Jan Lennard Struff,25.0,106432,Borna Coric,35.0,1,19,15,2,9,4,4,7,5,15,113,53,42,32,16
2024-0403,Miami Masters,Hard,2024-03-18,R32,3,7-6(3) 6-4,atp,0,23,2,1,105526,Jan Lennard Struff,25.0,200282,Alex De Minaur,10.0,0,10,13,0,8,3,0,6,5,1,80,49,33,17,11
2024-0403,Miami Masters,Hard,2024-03-18,R64,3,6-3 6-3,atp,0,18,2,0,105526,Jan Lennard Struff,25.0,127157,Daniel Altmaier,54.0,1,12,6,2,4,2,4,5,4,9,52,32,25,12,9
2024-0410,Monte Carlo Masters,Clay,2024-04-08,R16,3,6-4 6-2,atp,0,18,2,0,105526,Jan Lennard Struff,25.0,206173,Jannik Sinner,2.0,0,6,12,0,4,4,1,8,4,1,63,28,17,16,9
2024-0410,Monte Carlo Masters,Clay,2024-04-08,R32,3,7-6(2) 6-1,atp,0,20,2,1,105526,Jan Lennard Struff,25.0,106432,Borna Coric,33.0,1,13,7,2,2,5,4,4,2,6,65,27,21,20,10
2024-0410,Monte Carlo Masters,Clay,2024-04-08,R64,3,1-6 7-6(3) 6-2,atp,0,28,3,1,105526,Jan Lennard Struff,25.0,202104,Sebastian Baez,19.0,1,14,14,2,9,5,4,13,8,24,96,49,38,17,14
2024-0308,Munich,Clay,2024-04-15,F,3,7-5 6-3,atp,0,21,2,0,105526,Jan Lennard Struff,28.0,126203,Taylor Fritz,15.0,1,13,8,2,2,0,5,6,4,11,58,33,26,12,10
2024-0308,Munich,Clay,2024-04-15,SF,3,6-2 6-0,atp,0,14,2,0,105526,Jan Lennard Struff,28.0,208029,Holger Rune,12.0,1,12,2,2,8,1,5,1,1,7,36,20,19,10,7
2024-0308,Munich,Clay,2024-04-15,QF,3,7-5 6-4,atp,0,22,2,0,105526,Jan Lennard Struff,28.0,200000,Felix Auger Aliassime,34.0,1,13,9,2,6,0,3,2,1,7,65,50,33,12,11
2024-0308,Munich,Clay,2024-04-15,R16,3,7-6(0) 6-4,atp,0,23,2,1,105526,Jan Lennard Struff,28.0,122298,Botic Van De Zandschulp,89.0,1,13,10,2,7,2,2,5,4,13,75,42,30,20,11
2024-1536,Madrid Masters,Clay,2024-04-22,R16,3,6-3 6-7(5) 7-6(4),atp,0,35,3,2,105526,Jan Lennard Struff,24.0,207989,Carlos Alcaraz,3.0,0,16,19,1,10,4,2,6,3,10,103,63,49,17,16
2024-1536,Madrid Masters,Clay,2024-04-22,R32,3,7-5 6-4,atp,0,22,2,0,105526,Jan Lennard Struff,24.0,200005,Ugo Humbert,14.0,1,13,9,2,6,5,2,0,0,4,63,34,26,21,11
2024-1536,Madrid Masters,Clay,2024-04-22,R64,3,6-1 7-5,atp,0,19,2,0,105526,Jan Lennard Struff,24.0,144719,Jaume Munar,73.0,1,13,6,2,4,1,4,3,2,10,56,35,30,11,10
2024-0416,Rome Masters,Clay,2024-05-06,R64,3,6-7(1) 6-4 6-4,atp,0,33,3,1,105526,Jan Lennard Struff,41.0,126774,Stefanos Tsitsipas,8.0,0,15,18,1,9,4,3,16,11,8,122,77,57,15,16
2024-0416,Rome Masters,Clay,2024-05-06,R128,3,6-4 6-4,atp,0,20,2,0,105526,Jan Lennard Struff,41.0,106398,Pedro Cachin,99.0,1,12,8,2,3,2,4,2,0,8,54,29,20,15,10
2024-520,Roland Garros,Clay,2024-05-27,R32,5,4-6 6-4 6-3 6-3,atp,0,38,4,0,105526,Jan Lennard Struff,41.0,200282,Alex De Minaur,11.0,0,16,22,1,7,6,4,10,3,15,105,54,31,30,18
2024-520,Roland Garros,Clay,2024-05-27,R64,5,6-2 6-2 6-3,atp,0,25,3,0,105526,Jan Lennard Struff,41.0,122330,Alexander Bublik,17.0,1,18,7,3,8,3,6,2,1,13,69,43,38,14,13
2024-520,Roland Garros,Clay,2024-05-27,R128,5,6-3 6-2 6-1,atp,0,24,3,0,105526,Jan Lennard Struff,41.0,208882,Roman Andres Burruchaga,144.0,1,18,6,3,9,2,6,1,1,16,70,38,31,20,12
2024-0321,Stuttgart,Grass,2024-06-10,R16,3,6-4 7-6(0),atp,0,23,2,1,105526,Jan Lennard Struff,35.0,126239,Arthur Rinderknech,67.0,1,13,10,2,13,3,1,0,0,8,58,34,29,18,11
2024-0321,Stuttgart,Grass,2024-06-10,R32,3,7-6(7) 6-3,atp,0,22,2,1,105526,Jan Lennard Struff,35.0,207925,Flavio Cobolli,50.0,1,13,9,2,13,3,1,0,0,1,58,36,33,17,11
2024-0500,Halle,Grass,2024-06-17,QF,3,6-2 6-7(1) 7-6(3),atp,0,34,3,2,105526,Jan Lennard Struff,41.0,206173,Jannik Sinner,1.0,0,15,19,1,18,2,0,18,16,1,125,80,58,24,16
2024-0500,Halle,Grass,2024-06-17,R16,3,6-4 6-4,atp,0,20,2,0,105526,Jan Lennard Struff,41.0,126774,Stefanos Tsitsipas,11.0,1,12,8,2,8,1,2,0,0,3,53,31,26,16,10
2024-0500,Halle,Grass,2024-06-17,R32,3,6-7(2) 7-5 7-6(10),atp,0,38,3,2,105526,Jan Lennard Struff,41.0,209260,Luciano Darderi,34.0,1,20,18,2,21,8,2,3,2,9,106,63,57,24,18
2024-540,Wimbledon,Grass,2024-07-01,R128,5,6-4 6-7(4) 6-2 6-3,atp,0,40,4,1,105526,Jan Lennard Struff,41.0,206681,Fabian Marozsan,43.0,1,24,16,3,23,9,6,6,4,14,124,68,56,30,20
2024-540,Wimbledon,Grass,2024-07-01,R64,5,5-7 6-3 7-6(1) 7-6(8),atp,0,47,4,2,105526,Jan Lennard Struff,41.0,111190,Zhizhen Zhang,38.0,1,25,22,3,20,9,2,6,4,10,137,74,62,39,23
2024-540,Wimbledon,Grass,2024-07-01,R32,5,6-1 6-3 4-6 7-6(3),atp,0,39,4,1,105526,Jan Lennard Struff,41.0,106421,Daniil Medvedev,5.0,0,16,23,1,10,9,2,11,6,4,126,76,55,22,19
2024-0314,Gstaad,Clay,2024-07-15,SF,3,6-3 7-6(2),atp,0,22,2,1,105526,Jan Lennard Struff,37.0,111460,Quentin Halys,192.0,0,9,13,0,2,6,0,3,2,4,68,33,28,15,10
2024-0314,Gstaad,Clay,2024-07-15,QF,3,7-5 3-6 6-3,atp,0,30,3,0,105526,Jan Lennard Struff,37.0,144869,Tomas Martin Etcheverry,32.0,1,16,14,2,8,8,2,7,6,7,102,56,45,24,15
2024-0314,Gstaad,Clay,2024-07-15,R16,3,7-6(6) 7-6(1),atp,0,26,2,2,105526,Jan Lennard Struff,37.0,209857,Leandro Riedi,134.0,1,14,12,2,12,7,0,3,3,1,85,45,36,24,12
2024-0314,Gstaad,Clay,2024-07-15,R32,3,7-6(6) 7-6(4),atp,0,26,2,2,105526,Jan Lennard Struff,37.0,105077,Albert Ramos,97.0,1,14,12,2,11,6,1,2,1,3,75,42,36,21,12
2024-0096,Paris Olympics,Clay,2024-07-29,R64,3,6-2 6-2,atp,0,16,2,0,105526,Jan Lennard Struff,35.0,144909,Francisco Cabral,,1,12,4,2,5,4,4,1,1,10,52,37,28,9,8
2024-0422,Cincinnati Masters,Hard,2024-08-12,R64,3,4-6 6-4 6-3,atp,0,29,3,0,105526,Jan Lennard Struff,36.0,126774,Stefanos Tsitsipas,11.0,0,13,16,1,9,10,2,14,11,5,106,62,46,17,14
