tourney_id,tourney_name,surface,tourney_date,round,best_of,score,tour,retired,total_games,total_sets,total_tiebreaks,player_id,player_name,player_rank,opp_id,opp_name,opp_rank,won_match,games_won,games_lost,sets_won,aces,double_faults,bp_won,bp_faced,bp_saved,bp_faced_opp,svpt,first_in,first_won,second_won,svc_games
2024-0506,Buenos Aires,Clay,2024-02-12,R32,3,4-6 6-3 6-0,atp,0,25,3,0,111513,Laslo Djere,35.0,105227,Marin Cilic,1044.0,1,16,9,2,5,2,5,5,4,9,65,39,30,19,12
2024-6932,Rio De Janeiro,Clay,2024-02-19,R16,3,6-2 7-5,atp,0,20,2,0,111513,Laslo Djere,35.0,105583,Dusan Lajovic,58.0,0,7,13,0,4,0,1,8,4,4,70,49,32,7,10
2024-6932,Rio De Janeiro,Clay,2024-02-19,R32,3,6-3 6-1,atp,0,16,2,0,111513,Laslo Djere,35.0,126523,Bernabe Zapata Miralles,93.0,1,12,4,2,3,1,5,9,8,13,55,33,25,11,8
2024-0403,Miami Masters,Hard,2024-03-18,R64,3,6-2 6-4,atp,0,18,2,0,111513,Laslo Djere,35.0,111575,Karen Khachanov,16.0,0,6,12,0,5,4,1,19,15,4,70,44,27,10,9
2024-0403,Miami Masters,Hard,2024-03-18,R128,3,7-5 7-6(3),atp,0,25,2,1,111513,Laslo Djere,35.0,209409,Coleman Wong,212.0,1,14,11,2,4,2,4,11,8,9,89,63,41,14,12
2024-0360,Marrakech,Clay,2024-04-01,R16,3,7-6(1) 2-6 6-4,atp,0,31,3,1,111513,Laslo Djere,34.0,104926,Fabio Fognini,100.0,0,16,15,1,7,1,3,7,5,3,97,69,50,15,15
2024-0410,Monte Carlo Masters,Clay,2024-04-08,R64,3,6-3 3-2 RET,atp,1,14,2,0,111513,Laslo Djere,34.0,126774,Stefanos Tsitsipas,12.0,0,5,9,0,2,1,1,4,1,3,41,23,14,10,7
2024-520,Roland Garros,Clay,2024-05-27,R128,5,7-5 6-4 6-7(6) 5-7 7-6(6),atp,0,60,5,2,111513,Laslo Djere,52.0,127157,Daniel Altmaier,83.0,0,29,31,2,2,6,5,15,9,15,217,137,95,38,29
2024-0741,Eastbourne,Grass,2024-06-24,R32,3,6-1 4-6 6-3,atp,0,26,3,0,111513,Laslo Djere,52.0,126845,Max Purcell,94.0,0,10,16,1,4,1,2,12,7,7,88,47,26,22,13
2024-540,Wimbledon,Grass,2024-07-01,R128,5,3-6 7-6(4) 3-6 6-3 6-1,atp,0,47,5,1,111513,Laslo Djere,51.0,106298,Lucas Pouille,212.0,0,22,25,2,12,7,6,15,9,14,137,86,58,26,22
2024-0414,Hamburg,Clay,2024-07-15,R16,3,7-6(3) 6-2,atp,0,21,2,1,111513,Laslo Djere,57.0,209950,Arthur Fils,28.0,0,8,13,0,2,1,1,9,6,7,70,51,30,10,10
2024-0414,Hamburg,Clay,2024-07-15,R32,3,6-3 7-6(4),atp,0,22,2,1,111513,Laslo Djere,57.0,200267,Zizou Bergs,73.0,1,13,9,2,5,2,2,6,5,3,80,49,38,14,11
2024-0319,Kitzbuhel,Clay,2024-07-22,R16,3,4-6 6-3 6-2,atp,0,27,3,0,111513,Laslo Djere,57.0,205734,Thiago Seyboth Wild,72.0,0,11,16,1,2,0,1,6,3,1,75,42,26,22,13
2024-0319,Kitzbuhel,Clay,2024-07-22,R32,3,7-6(6) 6-3,atp,0,22,2,1,111513,Laslo Djere,57.0,200240,Vit Kopriva,113.0,1,13,9,2,6,2,3,5,3,4,71,45,35,12,11
2024-6242,Winston-Salem,Hard,2024-08-19,R64,3,6-4 6-1,atp,0,17,2,0,111513,Laslo Djere,100.0,208260,Zachary Svajda,107.0,0,5,12,0,5,1,1,4,0,3,43,31,20,2,8
2024-560,Us Open,Hard,2024-08-26,R128,5,6-7(7) 6-1 6-7(7) 6-4 6-2,atp,0,51,5,2,111513,Laslo Djere,109.0,105526,Jan Lennard Struff,35.0,1,30,21,3,16,14,10,12,8,18,176,100,73,32,24
2024-560,Us Open,Hard,2024-08-26,R64,5,6-4 6-4 2-0 RET,atp,1,22,3,0,111513,Laslo Djere,109.0,104925,Novak Djokovic,2.0,0,8,14,0,11,1,1,10,6,8,73,43,28,11,11
2024-0429,Stockholm,Hard,2024-10-14,R16,3,6-2 7-6(2),atp,0,21,2,1,111513,Laslo Djere,113.0,126205,Tommy Paul,13.0,0,8,13,0,2,2,1,12,9,2,72,40,27,14,10
2024-0429,Stockholm,Hard,2024-10-14,R32,3,6-2 6-0,atp,0,14,2,0,111513,Laslo Djere,113.0,124079,Pedro Martinez,39.0,1,12,2,2,6,1,5,0,0,8,33,20,18,10,7
2024-4787,Belgrade,Hard,2024-11-04,SF,3,6-2 3-6 7-6(2),atp,0,30,3,1,111513,Laslo Djere,141.0,209098,Hamad Medjedovic,156.0,0,14,16,1,14,3,1,7,5,10,104,73,49,17,15
2024-4787,Belgrade,Hard,2024-11-04,QF,3,6-4 6-2,atp,0,18,2,0,111513,Laslo Djere,141.0,206681,Fabian Marozsan,59.0,1,12,6,2,12,1,3,1,1,7,53,36,29,10,9
2024-4787,Belgrade,Hard,2024-11-04,R16,3,6-1 7-6(8),atp,0,20,2,1,111513,Laslo Djere,141.0,207213,Duje Ajdukovic,115.0,1,13,7,2,12,2,3,2,1,7,66,41,32,13,10
2024-4787,Belgrade,Hard,2024-11-04,R32,3,6-4 6-4,atp,0,20,2,0,111513,Laslo Djere,141.0,104527,Stan Wawrinka,148.0,1,12,8,2,10,0,2,3,3,8,56,41,32,10,10
2025-0506,Buenos Aires,Clay,2025-02-10,SF,3,7-6(3) 5-7 6-1,atp,0,32,3,1,111513,Laslo Djere,112.0,211663,Joao Fonseca,99.0,0,14,18,1,2,3,2,11,8,6,107,61,44,23,15
2025-0506,Buenos Aires,Clay,2025-02-10,QF,3,7-6(3) 6-3,atp,0,22,2,1,111513,Laslo Djere,112.0,205734,Thiago Seyboth Wild,77.0,1,13,9,2,7,0,1,2,2,4,63,43,37,13,11
2025-0506,Buenos Aires,Clay,2025-02-10,R16,3,2-6 6-1 7-6(2),atp,0,28,3,1,111513,Laslo Djere,112.0,126214,Alejandro Tabilo,27.0,1,15,13,2,7,3,3,5,3,9,78,48,36,18,13
2025-0506,Buenos Aires,Clay,2025-02-10,R32,3,6-3 6-3,atp,0,18,2,0,111513,Laslo Djere,112.0,124186,Alexandre Muller,58.0,1,12,6,2,8,1,3,1,1,5,46,28,27,10,9
2025-8996,Santiago,Clay,2025-02-24,F,3,6-4 3-6 7-5,atp,0,31,3,0,111513,Laslo Djere,103.0,202104,Sebastian Baez,31.0,1,16,15,2,3,8,5,10,6,8,94,53,37,19,15
2025-8996,Santiago,Clay,2025-02-24,SF,3,6-1 4-6 6-3,atp,0,26,3,0,111513,Laslo Djere,103.0,202103,Francisco Cerundolo,26.0,1,16,10,2,4,3,4,6,5,9,83,50,36,19,13
2025-8996,Santiago,Clay,2025-02-24,QF,3,7-6(5) 4-6 6-4,atp,0,33,3,1,111513,Laslo Djere,103.0,210262,Jaime Faria,87.0,1,17,16,2,8,6,3,14,11,10,109,55,42,30,16
2025-8996,Santiago,Clay,2025-02-24,R16,3,6-1 6-4,atp,0,17,2,0,111513,Laslo Djere,103.0,124079,Pedro Martinez,36.0,1,12,5,2,13,3,3,4,4,10,55,39,33,7,9
2025-8996,Santiago,Clay,2025-02-24,R32,3,6-3 6-4,atp,0,19,2,0,111513,Laslo Djere,103.0,209860,Ignacio Buse,227.0,1,12,7,2,5,3,4,3,2,12,66,42,31,11,9
2025-4462,Bucharest,Clay,2025-03-31,R32,3,6-1 4-6 6-2,atp,0,25,3,0,111513,Laslo Djere,78.0,208363,Mariano Navone,61.0,0,9,16,1,0,3,1,6,2,1,78,47,30,14,12
2025-0425,Barcelona,Clay,2025-04-14,R16,3,6-2 6-4,atp,0,18,2,0,111513,Laslo Djere,80.0,207989,Carlos Alcaraz,2.0,0,6,12,0,2,3,1,6,2,3,50,31,18,7,9
2025-0425,Barcelona,Clay,2025-04-14,R32,3,6-7(2) 6-1 6-2,atp,0,28,3,1,111513,Laslo Djere,80.0,126239,Arthur Rinderknech,75.0,1,18,10,2,6,3,5,3,2,7,77,52,39,17,14
2025-1536,Madrid Masters,Clay,2025-04-23,R128,3,6-2 6-3,atp,0,17,2,0,111513,Laslo Djere,71.0,104926,Fabio Fognini,112.0,1,12,5,2,7,1,4,4,3,8,46,34,28,9,9
2025-0416,Rome Masters,Clay,2025-05-07,R32,3,7-6(2) 6-2,atp,0,21,2,1,111513,Laslo Djere,64.0,207989,Carlos Alcaraz,3.0,0,8,13,0,1,3,2,9,5,4,72,36,21,19,10
2025-0416,Rome Masters,Clay,2025-05-07,R64,3,6-0 6-3,atp,0,15,2,0,111513,Laslo Djere,64.0,210506,Alex Michelsen,32.0,1,12,3,2,1,0,5,4,3,8,55,34,24,12,8
2025-0416,Rome Masters,Clay,2025-05-07,R128,3,6-3 6-2,atp,0,17,2,0,111513,Laslo Djere,64.0,144869,Tomas Martin Etcheverry,51.0,1,12,5,2,1,2,4,0,0,7,41,25,21,12,8
2025-520,Roland Garros,Clay,2025-05-26,R128,5,6-3 6-4 7-6(6),atp,0,32,3,1,111513,Laslo Djere,59.0,200282,Alex De Minaur,9.0,0,13,19,0,2,4,2,5,1,5,108,69,43,20,15
2025-0440,s Hertogenbosch,Grass,2025-06-09,R32,3,6-2 6-4,atp,0,18,2,0,111513,Laslo Djere,64.0,210136,Mark Lajal,195.0,0,6,12,0,3,3,0,4,1,4,60,35,22,11,9
2025-0500,Halle,Grass,2025-06-16,R32,3,6-3 6-7(6) 6-1,atp,0,29,3,1,111513,Laslo Djere,65.0,200000,Felix Auger Aliassime,27.0,0,11,18,1,3,3,0,5,2,3,79,51,37,15,13
2025-8994,Mallorca,Grass,2025-06-22,R16,3,6-3 3-6 6-3,atp,0,27,3,0,111513,Laslo Djere,62.0,209113,Gabriel Diallo,41.0,0,12,15,1,5,1,1,3,1,4,76,50,37,14,13
2025-8994,Mallorca,Grass,2025-06-22,R32,3,6-4 6-4,atp,0,20,2,0,111513,Laslo Djere,62.0,207352,Bu Yunchaokete,69.0,1,12,8,2,9,1,4,7,5,12,62,37,27,14,10
2025-540,Wimbledon,Grass,2025-06-30,R128,5,6-0 7-6(5) 6-7(9) 7-6(6),atp,0,45,4,3,111513,Laslo Djere,60.0,126094,Andrey Rublev,14.0,0,19,26,1,13,12,0,15,12,3,163,85,70,35,21
2025-0314,Gstaad,Clay,2025-07-14,R32,3,7-6(4) 1-6 6-4,atp,0,30,3,1,111513,Laslo Djere,60.0,209860,Ignacio Buse,167.0,0,16,14,1,9,2,3,2,1,6,83,55,42,15,14
2025-5014,Shanghai Masters,Hard,2025-10-01,R128,3,6-3 6-4,atp,0,19,2,0,111513,Laslo Djere,82.0,200473,Valentin Vacherot,204.0,0,7,12,0,4,0,0,4,2,0,61,43,31,6,9
2025-9410,Almaty,Hard,2025-10-13,R32,3,7-6(1) 7-6(12),atp,0,26,2,2,111513,Laslo Djere,79.0,207686,Alexander Shevchenko,91.0,0,12,14,0,3,2,1,3,2,2,97,63,46,20,12
2025-5100,Athens,Hard,2025-11-02,R32,3,1-6 7-6(6) 6-2,atp,0,28,3,1,111513,Laslo Djere,82.0,208118,Eliot Spizzirri,96.0,0,14,14,1,8,1,3,4,1,7,85,58,40,16,14
2026-0336,Hong Kong,Hard,2026-01-05,R32,3,6-2 6-0,atp,0,14,2,0,111513,Laslo Djere,95.0,106218,Marcos Giron,64.0,0,2,12,0,4,2,0,7,2,0,50,32,16,6,7
2026-580,Australian Open,Hard,2026-01-19,R128,5,5-7 6-3 6-4 7-6(4),atp,0,44,4,1,111513,Laslo Djere,92.0,104527,Stan Wawrinka,139.0,0,20,24,1,9,5,2,18,15,4,150,92,67,27,21
2026-0506,Buenos Aires,Clay,2026-02-09,R32,3,6-2 6-4,atp,0,18,2,0,111513,Laslo Djere,91.0,208882,Roman Andres Burruchaga,104.0,0,6,12,0,3,3,0,9,6,1,61,37,23,11,9
2019-M035,Washington,Hard,2019-07-29,R64,3,7-5 6-4,atp,0,22,2,0,111515,Thai Son Kwiatkowski,206.0,106401,Nick Kyrgios,52.0,0,9,13,0,9,7,1,5,2,3,77,45,33,13,11
2020-560,Us Open,Hard,2020-08-31,R128,5,3-6 7-6(4) 6-1 6-2,atp,0,37,4,1,111515,Thai Son Kwiatkowski,187.0,126952,Soon Woo Kwon,73.0,0,15,22,1,11,4,2,8,2,7,121,70,45,25,20
2021-9460,Singapore,Hard,2021-02-22,R32,3,4-6 6-3 6-4,atp,0,29,3,0,111515,Thai Son Kwiatkowski,219.0,126952,Soon Woo Kwon,81.0,0,13,16,1,8,3,3,7,3,5,94,54,36,18,14
2023-6242,Winston-Salem,Hard,2023-08-21,R64,3,3-6 6-3 6-2,atp,0,26,3,0,111515,Thai Son Kwiatkowski,477.0,209414,Luca Van Assche,65.0,0,11,15,1,1,4,3,7,2,9,85,44,28,21,13
2019-7650,Antalya,Grass,2019-06-24,R32,3,6-4 7-6(2),atp,0,23,2,1,111574,Jc Aragone,265.0,106148,Roberto Carballes Baena,72.0,0,10,13,0,7,4,1,8,6,2,82,50,33,15,11
2021-0499,Delray Beach,Hard,2021-01-04,R32,3,6-2 6-1,atp,0,15,2,0,111574,Jc Aragone,299.0,111815,Cameron Norrie,74.0,0,3,12,0,2,2,0,8,4,3,47,28,13,7,7
2019-0451,Doha,Hard,2018-12-31,R32,3,7-6(7) 6-4,atp,0,23,2,1,111575,Karen Khachanov,11.0,104527,Stan Wawrinka,66.0,0,10,13,0,6,0,0,3,2,4,67,46,36,13,11
2019-580,Australian Open,Hard,2019-01-14,R32,5,6-4 7-5 6-4,atp,0,32,3,0,111575,Karen Khachanov,11.0,105138,Roberto Bautista Agut,24.0,0,13,19,0,8,5,2,14,9,2,100,52,34,22,16
2019-580,Australian Open,Hard,2019-01-14,R128,5,3-6 6-3 6-4 6-3,atp,0,37,4,0,111575,Karen Khachanov,11.0,105376,Peter Gojowczyk,63.0,1,21,16,3,15,4,5,3,1,15,99,59,50,17,19
2019-580,Australian Open,Hard,2019-01-14,R64,5,6-3 6-3 6-3,atp,0,27,3,0,111575,Karen Khachanov,11.0,106415,Yoshihito Nishioka,69.0,1,18,9,3,16,4,7,7,5,15,100,64,41,18,14
2019-M-DC-2019-QLS-M-SUI-RUS-01,Davis Cup QLS R1: SUI vs RUS,Hard,2019-02-01,RR,3,6-3 7-5,atp,0,21,2,0,111575,Karen Khachanov,11.0,144817,Marc Andrea Huesler,362.0,1,13,8,2,7,1,3,0,0,8,50,38,31,10,11
2019-M-DC-2019-QLS-M-SUI-RUS-01,Davis Cup QLS R1: SUI vs RUS,Hard,2019-02-01,RR,3,6-7(2) 7-6(6) 6-4,atp,0,36,3,2,111575,Karen Khachanov,11.0,105967,Henri Laaksonen,142.0,1,19,17,2,13,3,2,4,3,17,112,75,54,24,17
2019-7434,Sofia,Hard,2019-02-04,R16,3,6-7(6) 6-3 6-4,atp,0,32,3,1,111575,Karen Khachanov,11.0,126610,Matteo Berrettini,53.0,0,14,18,1,8,5,1,7,4,3,89,64,50,11,15
2019-0407,Rotterdam,Hard,2019-02-11,R32,3,3-6 6-3 6-2,atp,0,26,3,0,111575,Karen Khachanov,11.0,134868,Tallon Griekspoor,211.0,0,11,15,1,5,6,1,8,5,3,69,36,29,16,13
2019-0495,Dubai,Hard,2019-02-25,R32,3,6-4 6-1,atp,0,17,2,0,111575,Karen Khachanov,12.0,105932,Nikoloz Basilashvili,19.0,0,5,12,0,4,3,0,9,6,2,48,26,17,11,8
2019-M006,Indian Wells Masters,Hard,2019-03-04,QF,3,7-6(2) 7-6(2),atp,0,26,2,2,111575,Karen Khachanov,13.0,104745,Rafael Nadal,2.0,0,12,14,0,17,1,2,9,7,6,89,69,47,9,12
2019-M006,Indian Wells Masters,Hard,2019-03-04,R16,3,6-4 7-6(1),atp,0,23,2,1,111575,Karen Khachanov,13.0,104545,John Isner,9.0,1,13,10,2,1,3,1,3,3,2,64,33,26,24,11
2019-M006,Indian Wells Masters,Hard,2019-03-04,R32,3,7-5 6-3,atp,0,21,2,0,111575,Karen Khachanov,13.0,126094,Andrey Rublev,102.0,1,13,8,2,7,0,3,4,3,8,70,40,31,15,11
2019-M006,Indian Wells Masters,Hard,2019-03-04,R64,3,6-3 1-6 6-4,atp,0,26,3,0,111575,Karen Khachanov,13.0,103852,Feliciano Lopez,78.0,1,13,13,2,7,0,4,5,1,12,65,38,26,16,13
2019-M007,Miami Masters,Hard,2019-03-18,R64,3,6-2 6-3,atp,0,17,2,0,111575,Karen Khachanov,12.0,111442,Jordan Thompson,77.0,0,5,12,0,4,3,0,4,1,1,45,26,17,7,8
2019-0410,Monte Carlo Masters,Clay,2019-04-15,R32,3,7-6(4) 6-4,atp,0,23,2,1,111575,Karen Khachanov,12.0,132283,Lorenzo Sonego,96.0,0,10,13,0,3,1,1,3,1,8,73,48,28,17,11
2019-0425,Barcelona,Clay,2019-04-22,R32,3,6-2 7-6(4),atp,0,21,2,1,111575,Karen Khachanov,13.0,105550,Guido Pella,28.0,0,8,13,0,5,3,3,10,5,8,77,45,26,12,10
2019-0308,Munich,Clay,2019-04-29,R16,3,7-6(6) 6-4,atp,0,23,2,1,111575,Karen Khachanov,13.0,104259,Philipp Kohlschreiber,41.0,0,10,13,0,5,2,1,8,6,1,92,51,35,21,11
2019-M021,Madrid Masters,Clay,2019-05-06,R32,3,6-7(4) 6-1 7-5,atp,0,32,3,1,111575,Karen Khachanov,13.0,104269,Fernando Verdasco,38.0,0,13,19,1,6,2,1,9,4,3,116,82,57,13,16
2019-M021,Madrid Masters,Clay,2019-05-06,R64,3,6-4 6-7(5) 6-3,atp,0,32,3,1,111575,Karen Khachanov,13.0,144719,Jaume Munar,55.0,1,18,14,2,4,3,6,14,10,19,117,75,52,19,16
2019-M009,Rome Masters,Clay,2019-05-13,R16,3,7-5 3-6 6-3,atp,0,30,3,0,111575,Karen Khachanov,13.0,104269,Fernando Verdasco,38.0,0,14,16,1,4,3,1,3,1,3,85,53,35,22,15
2019-M009,Rome Masters,Clay,2019-05-13,R32,3,5-7 6-4 6-2,atp,0,30,3,0,111575,Karen Khachanov,13.0,105138,Roberto Bautista Agut,20.0,1,17,13,2,6,1,4,9,7,7,94,62,45,16,15
2019-M009,Rome Masters,Clay,2019-05-13,R64,3,6-3 6-7(1) 6-3,atp,0,31,3,1,111575,Karen Khachanov,13.0,132283,Lorenzo Sonego,67.0,1,18,13,2,3,8,3,5,4,10,100,54,39,27,16
2019-520,Roland Garros,Clay,2019-05-27,R128,5,6-1 6-1 6-4,atp,0,24,3,0,111575,Karen Khachanov,11.0,105649,Cedrik Marcel Stebe,,1,18,6,3,4,5,6,5,5,10,86,55,39,18,12
2019-520,Roland Garros,Clay,2019-05-27,R64,5,6-3 7-6(6) 0-6 7-5,atp,0,40,4,1,111575,Karen Khachanov,11.0,106296,Gregoire Barrere,127.0,1,20,20,3,8,5,5,16,11,11,123,82,58,21,20
2019-520,Roland Garros,Clay,2019-05-27,R32,5,6-1 6-4 6-3,atp,0,26,3,0,111575,Karen Khachanov,11.0,105373,Martin Klizan,55.0,1,18,8,3,11,1,7,3,1,9,70,46,37,12,13
2019-520,Roland Garros,Clay,2019-05-27,R16,5,7-5 6-3 3-6 6-3,atp,0,39,4,0,111575,Karen Khachanov,11.0,105223,Juan Martin del Potro,9.0,1,22,17,3,6,4,4,9,7,13,128,75,56,29,20
2019-520,Roland Garros,Clay,2019-05-27,QF,5,6-2 6-4 6-2,atp,0,26,3,0,111575,Karen Khachanov,11.0,106233,Dominic Thiem,4.0,0,8,18,0,5,4,0,8,3,0,84,57,35,12,13
2019-0321,Stuttgart,Grass,2019-06-10,R16,3,6-4 6-2,atp,0,18,2,0,111575,Karen Khachanov,9.0,126610,Matteo Berrettini,30.0,0,6,12,0,4,2,0,5,2,0,61,42,27,8,9
2019-0500,Halle,Grass,2019-06-17,QF,3,6-2 7-6(4),atp,0,21,2,1,111575,Karen Khachanov,9.0,126610,Matteo Berrettini,22.0,0,8,13,0,3,1,0,11,9,4,72,49,34,10,10
2019-0500,Halle,Grass,2019-06-17,R16,3,6-3 3-6 6-4,atp,0,28,3,0,111575,Karen Khachanov,9.0,105526,Jan Lennard Struff,35.0,1,15,13,2,6,1,2,1,0,7,79,50,39,18,14
2019-0500,Halle,Grass,2019-06-17,R32,3,7-6(5) 6-4,atp,0,23,2,1,111575,Karen Khachanov,9.0,200175,Miomir Kecmanovic,82.0,1,13,10,2,10,1,2,3,2,6,67,47,40,10,11
2019-540,Wimbledon,Grass,2019-07-01,R128,5,7-6(6) 6-4 4-6 7-5,atp,0,45,4,1,111575,Karen Khachanov,9.0,126952,Soon Woo Kwon,125.0,1,24,21,3,18,6,5,12,8,15,147,95,72,24,22
2019-540,Wimbledon,Grass,2019-07-01,R64,5,4-6 6-4 7-5 6-4,atp,0,42,4,0,111575,Karen Khachanov,9.0,103852,Feliciano Lopez,54.0,1,23,19,3,10,8,4,10,8,10,119,76,62,23,21
2019-540,Wimbledon,Grass,2019-07-01,R32,5,6-3 7-6(3) 6-1,atp,0,29,3,1,111575,Karen Khachanov,9.0,105138,Roberto Bautista Agut,22.0,0,10,19,0,9,2,0,11,8,0,84,54,36,17,13
2019-M035,Washington,Hard,2019-07-29,R32,3,6-4 2-6 7-5,atp,0,30,3,0,111575,Karen Khachanov,8.0,104542,Jo-Wilfried Tsonga,70.0,0,15,15,1,8,4,2,9,7,4,91,51,39,24,15
2019-0421,Canada Masters,Hard,2019-08-05,SF,3,6-1 7-6(6),atp,0,20,2,1,111575,Karen Khachanov,8.0,106421,Daniil Medvedev,9.0,0,7,13,0,4,4,2,6,2,2,55,29,17,11,9
2019-0421,Canada Masters,Hard,2019-08-05,QF,3,6-3 6-3,atp,0,18,2,0,111575,Karen Khachanov,8.0,100644,Alexander Zverev,7.0,1,12,6,2,5,0,3,2,2,8,51,33,27,11,9
2019-0421,Canada Masters,Hard,2019-08-05,R16,3,6-7(7) 7-5 6-3,atp,0,34,3,1,111575,Karen Khachanov,8.0,200000,Felix Auger Aliassime,21.0,1,19,15,2,11,3,7,12,7,12,106,63,45,21,17
2019-0421,Canada Masters,Hard,2019-08-05,R32,3,6-4 6-7(3) 6-2,atp,0,31,3,1,111575,Karen Khachanov,8.0,104527,Stan Wawrinka,22.0,1,18,13,2,9,1,5,3,1,7,85,54,38,20,15
2019-M024,Cincinnati Masters,Hard,2019-08-12,R16,3,6-7(3) 6-4 6-2,atp,0,31,3,1,111575,Karen Khachanov,9.0,106298,Lucas Pouille,31.0,0,13,18,1,17,2,0,10,7,2,89,64,48,13,15
2019-M024,Cincinnati Masters,Hard,2019-08-12,R32,3,6-7(3) 7-6(4) 6-2,atp,0,34,3,2,111575,Karen Khachanov,9.0,106401,Nick Kyrgios,27.0,1,19,15,2,13,3,3,4,3,9,95,65,54,17,16
2019-560,US Open,Hard,2019-08-26,R128,5,4-6 7-5 7-5 4-6 6-3,atp,0,53,5,0,111575,Karen Khachanov,9.0,105577,Vasek Pospisil,216.0,0,25,28,2,7,10,3,6,2,12,135,71,56,42,26
2019-0568,St. Petersburg,Hard,2019-09-16,R16,3,7-6(2) 6-4,atp,0,23,2,1,111575,Karen Khachanov,9.0,105311,Joao Sousa,64.0,0,10,13,0,9,4,1,3,1,3,82,51,38,13,11
2019-M015,Beijing,Hard,2019-09-30,SF,3,2-6 7-6(5) 7-5,atp,0,33,3,1,111575,Karen Khachanov,9.0,106233,Dominic Thiem,5.0,0,17,16,1,5,4,6,9,4,8,104,68,46,12,16
2019-M015,Beijing,Hard,2019-09-30,QF,3,3-6 6-3 6-1,atp,0,25,3,0,111575,Karen Khachanov,9.0,104926,Fabio Fognini,12.0,1,15,10,2,7,3,5,7,5,7,79,50,32,17,12
2019-M015,Beijing,Hard,2019-09-30,R16,3,7-6(0) 7-6(5),atp,0,26,2,2,111575,Karen Khachanov,9.0,104871,Jeremy Chardy,72.0,1,14,12,2,11,2,0,0,0,3,73,45,43,15,12
2019-M015,Beijing,Hard,2019-09-30,R32,3,6-2 7-6(7),atp,0,21,2,1,111575,Karen Khachanov,9.0,104655,Pablo Cuevas,47.0,1,13,8,2,8,0,2,5,5,4,64,43,33,16,10
2019-5014,Shanghai Masters,Hard,2019-10-07,R16,3,6-3 7-5,atp,0,21,2,0,111575,Karen Khachanov,9.0,104926,Fabio Fognini,12.0,0,8,13,0,11,3,1,12,9,8,79,41,30,17,10
2019-5014,Shanghai Masters,Hard,2019-10-07,R32,3,6-2 6-4,atp,0,18,2,0,111575,Karen Khachanov,9.0,126203,Taylor Fritz,29.0,1,12,6,2,1,2,3,0,0,5,44,26,24,12,9
2019-M014,Moscow,Hard,2019-10-14,QF,3,3-6 6-3 6-3,atp,0,27,3,0,111575,Karen Khachanov,8.0,104312,Andreas Seppi,72.0,0,12,15,1,6,6,3,10,6,11,78,43,34,13,13
2019-M014,Moscow,Hard,2019-10-14,R16,3,3-6 6-3 7-6(7),atp,0,31,3,1,111575,Karen Khachanov,8.0,104259,Philipp Kohlschreiber,76.0,1,16,15,2,8,9,2,8,6,4,105,53,41,24,15
2019-0337,Vienna,Hard,2019-10-21,QF,3,7-6(6) 6-2,atp,0,21,2,1,111575,Karen Khachanov,9.0,106043,Diego Schwartzman,15.0,0,8,13,0,7,2,2,9,5,3,64,37,25,10,10
2019-0337,Vienna,Hard,2019-10-21,R16,3,6-3 4-6 4-1 RET,atp,1,24,3,0,111575,Karen Khachanov,9.0,105916,Marton Fucsovics,67.0,1,14,10,2,4,3,5,6,3,22,74,47,33,12,12
2019-0337,Vienna,Hard,2019-10-21,R32,3,6-4 7-6(3),atp,0,23,2,1,111575,Karen Khachanov,9.0,128034,Hubert Hurkacz,35.0,1,13,10,2,7,3,3,7,5,7,70,45,29,17,11
2019-0352,Paris Masters,Hard,2019-10-28,R32,3,7-6(5) 3-6 7-5,atp,0,34,3,1,111575,Karen Khachanov,8.0,105526,Jan Lennard Struff,36.0,0,17,17,1,17,3,2,3,1,2,96,63,50,18,17
2019-M-DC-2019-FLS-B-M-CRO-RUS-01,Davis Cup Finals RR: CRO vs RUS,Hard,2019-11-18,RR,3,6-7(4) 6-4 6-4,atp,0,33,3,1,111575,Karen Khachanov,17.0,106432,Borna Coric,28.0,1,18,15,2,7,2,2,1,1,10,94,58,46,24,16
2019-M-DC-2019-FLS-B-M-ESP-RUS-01,Davis Cup Finals RR: ESP vs RUS,Hard,2019-11-19,RR,3,6-3 7-6(7),atp,0,22,2,1,111575,Karen Khachanov,17.0,104745,Rafael Nadal,1.0,0,9,13,0,2,0,0,5,4,2,79,56,37,14,10
2019-M-DC-2019-FLS-M-SRB-RUS-01,Davis Cup Finals QF: SRB vs RUS,Hard,2019-11-22,RR,3,6-3 6-3,atp,0,18,2,0,111575,Karen Khachanov,17.0,104925,Novak Djokovic,2.0,0,6,12,0,4,1,0,4,1,2,54,35,22,9,9
2019-M-DC-2019-FLS-M-RUS-CAN-01,Davis Cup Finals SF: RUS vs CAN,Hard,2019-11-23,RR,3,6-4 4-6 6-4,atp,0,30,3,0,111575,Karen Khachanov,17.0,133430,Denis Shapovalov,15.0,0,14,16,1,5,2,2,5,2,7,85,59,42,14,15
2020-8888,Atp Cup,Hard,2020-01-06,SF,3,7-5 7-6(1),atp,0,25,2,1,111575,Karen Khachanov,17.0,105583,Dusan Lajovic,34.0,0,11,14,0,9,3,0,1,0,0,79,54,39,14,12
2020-8888,Atp Cup,Hard,2020-01-06,QF,3,6-2 7-6(4),atp,0,21,2,1,111575,Karen Khachanov,17.0,105550,Guido Pella,25.0,1,13,8,2,7,1,3,6,5,5,63,46,39,7,10
